ID	Fwy	Dir	District	County	City	State_PM	Abs_PM	Latitude	Longitude	Length	Type	Lanes	Name	User_ID_1	User_ID_2	User_ID_3	User_ID_4
716974	5	N	7	37	8954	29.27	145.903	34.179879	-118.312407	.76	ML	4	OLIVE	3223			
716975	5	S	7	37	8954	29.89	146.46	34.186308	-118.319601	.505	ML	4	BURBANK 2	3242			
716976	5	N	7	37	8954	29.69	146.323	34.184761	-118.316661		FR	2	BURBANK 1 WB	3243			
716977	5	S	7	37	8954	29.68	146.25	34.184491	-118.316733	.495	ML	4	BURBANK 1	3243			
716978	5	N	7	37	8954	29.97	146.603	34.187037	-118.320656	.71	ML	4	BURBANK 2	3224			
716979	5	S	7	37	8954	30.69	147.26	34.19381	-118.330292	.765	ML	4	LINCOLN	3241			
716980	5	N	7	37	8954	30.69	147.323	34.193931	-118.330086		FR	1	LINCOLN	3225			
716981	5	N	7	37	8954	30.69	147.323	34.193931	-118.330086	.72	ML	4	LINCOLN	3225			
716982	5	S	7	37	8954	31.42	147.99	34.200916	-118.339473		FR	1	BUENA VISTA	3240			
716983	5	S	7	37	8954	31.42	147.99	34.200916	-118.339473	.795	ML	4	BUENA VISTA	3240			
716984	5	N	7	37	8954	31.41	148.043	34.200877	-118.339185		FR	1	BUENA VISTA	3226			
716985	5	N	7	37	8954	31.41	148.043	34.200877	-118.339185	.86	ML	4	BUENA VISTA	3226			
716986	5	S	7	37	44000	32.28	148.85	34.211259	-118.347597	.905	ML	4	HOLLYWOOD WAY	3239			
716987	5	S	7	37	44000	32.28	148.85	34.211259	-118.347597		FR	1	HOLLYWOOD WAY	3227			
716988	5	N	7	37	44000	32.41	149.043	34.212728	-118.349041	1.155	ML	4	HOLLYWOOD WAY	3227			
716989	5	S	7	37	44000	33.23	149.8	34.221104	-118.358957	.65	ML	4	ROSCOE	3238			
716990	5	N	7	37	44000	33.72	150.353	34.222169	-118.3673	.915	ML	4	SUNLAND	3228			
716991	5	S	7	37	44000	33.58	150.15	34.221822	-118.364915	.505	ML	4	SUNLAND	3237			
716992	5	S	7	37	44000	34.24	150.81	34.225778	-118.375075		FR	1	PENROSE	3236			
716993	5	S	7	37	44000	34.24	150.81	34.225778	-118.375075	.65	ML	4	PENROSE	3236			
716994	5	N	7	37	44000	34.24	150.873	34.225945	-118.374982	.51	ML	4	PENROSE	3236			
716995	5	N	7	37	44000	34.74	151.373	34.226627	-118.383614		FR	1	TUXFORD #1	3229			
716996	5	S	7	37	44000	34.88	151.45	34.226376	-118.385923	.415	ML	4	TUXFORD	3235			
716997	5	N	7	37	44000	35.07	151.703	34.227093	-118.389006	.55	ML	4	LANKERSHIM	3230			
716998	5	S	7	37	44000	35.07	151.64	34.226944	-118.389042		FR	1	LANKERSHIM	3234			
716999	5	S	7	37	44000	35.07	151.64	34.226944	-118.389042	.48	ML	4	LANKERSHIM	3234			
717000	5	N	7	37	44000	35.84	152.473	34.231273	-118.40134	.84	ML	4	SHELDON	3231			
717001	5	S	7	37	44000	35.84	152.41	34.231047	-118.401401	.84	ML	4	SHELDON	3233			
717002	5	S	7	37	44000	36.75	153.32	34.23742	-118.414827	.54	ML	4	BRANFORD 1	3232			
717004	5	S	7	37	44000	37.47	154.04	34.245149	-118.422992	.27	ML	6	OSBORNE 2	3487			
717005	5	S	7	37	44000	37.47	154.04	34.245149	-118.422992		FR	2	OSBORNE 2	3487			
717006	5	S	7	37	44000	37.84	154.41	34.249183	-118.427257	.435	ML	6	TERRA BELLA	3488			
717008	10	E	7	37	44000	R6.73	4.575	34.030709	-118.41147	.36	ML	5	MOTOR	2199			
717009	10	E	7	37	44000	R7.22	5.065	34.029516	-118.403014	.535	ML	5	MANNING	3133			
717011	10	E	7	37	44000	R7.99	5.835	34.031182	-118.390169	.28	ML	5	NATIONAL	3134			
717012	10	W	7	37	44000	R8.36	6.205	34.034476	-118.38503	.46	ML	4	CATTARAUGUS	2202			
717014	10	E	7	37	44000	R8.75	6.595	34.036847	-118.379114	.325	ML	4	LA CIENEGA	3135			
717015	10	W	7	37	44000	R8.73	6.575	34.036959	-118.379466	.425	ML	4	LA CIENEGA	3116			
717016	10	E	7	37	44000	R9.01	6.855	34.036314	-118.374796	.23	ML	4	VENICE	3136			
717018	10	W	7	37	44000	R9.21	7.055	34.03577	-118.371368		FR	2	VENICE BLVD	3117			
717019	10	W	7	37	44000	R9.21	7.055	34.03577	-118.371368	.535	ML	4	FAIRFAX	3117			
717020	10	E	7	37	44000	R9.21	7.055	34.035587	-118.371451	.25	ML	4	FAIRFAX	3117			
717022	10	E	7	37	44000	R9.51	7.355	34.034495	-118.366371	.295	ML	5	WASHINGTON	3137			
717024	10	E	7	37	44000	R10.23	8.075	34.033989	-118.353882		FR	1	LA BREA SB	3138			
717025	10	W	7	37	44000	R10.53	8.375	34.03448	-118.348667		FR	1	LA BREA NB	3119			
717026	10	W	7	37	44000	R10.53	8.375	34.03448	-118.348667	.15	ML	4	LA BREA 2	3119			
717027	10	E	7	37	44000	R10.53	8.375	34.034193	-118.348655		FR	1	LA BREA 2	3139			
717028	10	E	7	37	44000	R10.53	8.375	34.034193	-118.348655	.2	ML	4	LA BREA 2	3139			
717029	10	W	7	37	44000	R10.7	8.545	34.034617	-118.345712	.265	ML	4	HARCOURT	2200			
717031	10	W	7	37	44000	R11.06	8.905	34.034894	-118.339451	.25	ML	5	WEST	2204			
717032	10	E	7	37	44000	R11.54	9.385	34.035074	-118.33108	.585	ML	5	CRENSHAW 2	3140			
717033	10	W	7	37	44000	R11.53	9.375	34.035298	-118.331265	.515	ML	5	CRENSHAW 2	3140			
717035	10	E	7	37	44000	R12.23	10.075	34.036382	-118.319158	.455	ML	5	ARLINGTON 1	3121			
717036	10	W	7	37	44000	R12.58	10.425	34.037228	-118.31313	.235	ML	4	GRAMERCY	2239			
717039	10	E	7	37	44000	R12.95	10.795	34.036945	-118.306723	.43	ML	5	WESTERN 2	3142			
717040	10	W	7	37	44000	R12.95	10.795	34.037253	-118.306713	.255	ML	4	WESTERN 2	3142			
717041	10	W	7	37	44000	R13.21	11.055	34.037222	-118.302221	.29	ML	4	NORMANDIE 1	3123			
717042	10	E	7	37	44000	R13.53	11.375	34.03682	-118.296713	.255	ML	4	BUDLONG	2466			
717043	10	W	7	37	44000	R13.66	11.505	34.037096	-118.294389	.21	ML	5	VERMONT 1	3124			
717044	10	W	7	37	44000	14.12	11.965	34.037067	-118.286318		FR	2	HOOVER 1	3125			
717045	10	W	7	37	44000	14.12	11.965	34.037067	-118.286318	.275	ML	6	HOOVER 1	3125			
717046	10	E	7	37	44000	14.12	11.965	34.036841	-118.286287	.145	ML	5	HOOVER 1	3125			
717047	10	W	7	37	44000	S.52	16.759	34.055356	-118.216546	.306	ML	3	ECHANDIA	2092			
717048	10	E	7	37	44000	18.53	17.03	34.054801	-118.211859		FR	1	STATE	2484			
717049	10	W	7	37	44000	18.53	17.03	34.05498	-118.211804	.245	ML	3	STATE	2484			
717052	10	W	7	37	44000	18.75	17.25	34.053995	-118.208218	.185	ML	4	SAINT LOUIS	2485			
717053	10	W	7	37	44000	18.75	17.25	34.053995	-118.208218		FR	1	SAINT LOUIS	2485			
717055	10	W	7	37	44000	18.9	17.4	34.053753	-118.205692	.28	ML	4	SOTO	3816			
717056	10	W	7	37	44000	18.9	17.4	34.053753	-118.205692	.28	HV	2	SOTO	3816			
717059	10	E	7	37	44000	19.31	17.81	34.055193	-118.198785	.315	ML	6	TREMONT	2487			
717060	10	W	7	37	44000	19.31	17.81	34.055448	-118.19888	.38	ML	6	TREMONT	2487			
717065	10	W	7	37		20.79	19.29	34.060186	-118.174504	.19	ML	4	EASTERN	2478			
717070	10	E	7	37	48914	21.25	19.75	34.061277	-118.167246	.25	ML	4	W OF 710	2319			
717071	10	W	7	37	884	21.72	20.22	34.063934	-118.160163	.39	ML	3	WINTHROPE	3812			
717072	10	W	7	37	884	22.3	20.8	34.068501	-118.151418		FR	1	HELLMAN	3811			
717073	10	W	7	37	884	22.3	20.8	34.068501	-118.151418	.395	ML	4	HELLMAN	3811			
717074	10	E	7	37	884	23.38	21.88	34.071342	-118.133569		FR	1	ATLANTIC 2	3727			
717075	10	E	7	37	884	23.38	21.88	34.071342	-118.133569	.32	ML	4	ATLANTIC 2	3727			
717076	10	E	7	37	884	23.29	21.79	34.071335	-118.135155		FR	1	ATLANTIC 1	3726			
717077	10	E	7	37	884	23.29	21.79	34.071335	-118.135155	.235	ML	4	ATLANTIC 1	3726			
717078	10	W	7	37	884	23.29	21.79	34.071644	-118.135158		FR	1	ATLANTIC 1	3810			
717079	10	W	7	37	884	23.29	21.79	34.071644	-118.135158	.28	ML	4	ATLANTIC 1	3810			
717080	10	W	7	37	884	23.38	21.88	34.071662	-118.133572		FR	1	ATLANTIC 2	3809			
717081	10	W	7	37	884	23.38	21.88	34.071662	-118.133572	.33	ML	4	ATLANTIC 2	3809			
717082	10	E	7	37	884	24.02	22.52	34.071457	-118.122386		FR	1	GARFIELD 2	3729			
717083	10	E	7	37	884	24.029	22.529	34.07146	-118.12223	.195	ML	4	GARFIELD 2	3729			
717084	10	E	7	37	884	24.32	22.82	34.071574	-118.11718	.37	ML	4	ALMANSOR	2096			
717086	10	W	7	37	884	23.95	22.45	34.071803	-118.123604		FR	1	GARFIELD 1	3808			
717087	10	W	7	37	884	23.95	22.45	34.071803	-118.123604	.33	ML	4	GARFIELD 1	3808			
717088	10	E	7	37	884	23.93	22.43	34.071438	-118.123947		FR	1	GARFIELD 1	3728			
717089	10	E	7	37	884	23.93	22.43	34.071438	-118.123947	.325	ML	4	GARFIELD 1	3728			
717090	10	W	7	37	884	24.04	22.54	34.071819	-118.12204		FR	1	GARFIELD 2	3807			
717091	10	W	7	37	884	24.04	22.54	34.071819	-118.12204	.18	ML	4	GARFIELD 2	3807			
717092	10	E	7	37	884	24.77	23.27	34.071665	-118.10937		FR	1	NEW 1	3730			
717093	10	E	7	37	884	24.77	23.27	34.071665	-118.10937	.275	ML	4	NEW 1	3730			
717094	10	W	7	37	884	24.8	23.3	34.072021	-118.108838		FR	1	NEW 1	3806			
717095	10	W	7	37	884	24.8	23.3	34.072021	-118.108838	.29	ML	4	NEW 1	3806			
717096	10	E	7	37	48914	24.87	23.37	34.07168	-118.107635		FR	1	NEW 2	3731			
717097	10	E	7	37	48914	24.87	23.37	34.07168	-118.107635	.245	ML	4	NEW 2	3731			
717098	134	E	7	37	44000	2.11	2.11	34.153535	-118.339979		OR	1	HOLLYWOOD WAY	3108			
717099	134	W	7	37	30000	R7.69	7.673	34.156447	-118.245195	.855	ML	4	GLENDALE 1	4215			
717100	10	W	7	37	48914	24.89	23.39	34.072053	-118.107276		FR	1	NEW 2	3805			
717101	10	W	7	37	48914	24.89	23.39	34.072053	-118.107276	.235	ML	4	NEW 2	3805			
717103	170	S	7	37	44000	R17.3	4.386	34.187159	-118.401618		OR	1	VICTORY WB	3387			
717104	10	E	7	37	48914	25.26	23.76	34.071731	-118.100852		FR	1	DEL MAR 1	3732			
717105	10	E	7	37	48914	25.26	23.76	34.071731	-118.100852	.26	ML	4	DEL MAR 1	3732			
717107	210	W	7	37	2462	R31.91	32.199	34.14791	-118.031417		OR	1	SANTA ANITA NB	4300			
717108	10	W	7	37	67042	25.27	23.77	34.072192	-118.100669	.25	ML	4	DEL MAR 1	3804			
717109	10	E	7	37	62896	25.39	23.89	34.071766	-118.098584		FR	1	DEL MAR 2	3733			
717110	10	E	7	37	62896	25.39	23.89	34.071766	-118.098584	.255	ML	4	DEL MAR 2	3733			
717111	10	W	7	37	62896	25.39	23.89	34.072118	-118.09858		FR	1	DEL MAR 2	3803			
717112	10	W	7	37	62896	25.39	23.89	34.072118	-118.09858	.265	ML	4	DEL MAR 2	3803			
717113	10	E	7	37	62896	25.77	24.27	34.071834	-118.091958		FR	1	SAN GABRIEL 1	3734			
717114	10	E	7	37	62896	25.77	24.27	34.071834	-118.091958	.25	ML	4	SAN GABRIEL 1	3734			
717115	10	W	7	37	62896	25.8	24.3	34.072221	-118.091434		FR	1	SAN GABRIEL 1	3802			
717116	10	W	7	37	62896	25.8	24.3	34.072221	-118.091434	.255	ML	4	SAN GABRIEL 1	3802			
717117	10	E	7	37	62896	25.89	24.39	34.07186	-118.089866		FR	1	SAN GABRIEL 2	3735			
717118	10	W	7	37	62896	25.9	24.4	34.072253	-118.089691		FR	1	SAN GABRIEL 2	3801			
717119	10	W	7	37	62896	25.9	24.4	34.072253	-118.089691	.246	ML	4	SAN GABRIEL 2	3801			
717120	10	W	7	37	62896	26.31	24.81	34.072345	-118.082543		FR	1	WALNUT GROVE	3800			
717121	10	W	7	37	62896	26.292	24.792	34.072342	-118.082856	.445	ML	4	WALNUT GROVE	3800			
717122	10	E	7	37	62896	26.31	24.81	34.071945	-118.082543		FR	1	WALNUT GROVE	3736			
717123	10	E	7	37	62896	26.31	24.81	34.071945	-118.082543	.45	ML	4	WALNUT GROVE	3736			
717124	10	W	7	37	62896	26.79	25.29	34.072457	-118.074173		FR	1	ROSEMEAD 1	3799			
717125	10	W	7	37	62896	26.79	25.29	34.072457	-118.074173	.309	ML	4	ROSEMEAD 1	3799			
717126	10	E	7	37	62896	26.79	25.29	34.072071	-118.074173		FR	1	ROSEMEAD 1	3738			
717127	10	E	7	37	62896	26.79	25.29	34.072071	-118.074173	.315	ML	4	ROSEMEAD 1	3738			
717128	10	W	7	37	22230	26.91	25.41	34.072494	-118.07208		FR	1	ROSEMEAD 2	3798			
717129	10	W	7	37	22230	26.91	25.41	34.072494	-118.07208	.17	ML	4	ROSEMEAD 2	3798			
717130	10	E	7	37	22230	26.94	25.44	34.072083	-118.071554		FR	1	ROSEMEAD 2	3739			
717131	10	E	7	37	22230	26.94	25.44	34.072083	-118.071554	.165	ML	4	ROSEMEAD 2	3739			
717132	10	E	7	37	22230	27.098	25.598	34.072102	-118.06879		FR	1	FLAIR	3740			
717133	10	E	7	37	22230	27.12	25.62	34.072106	-118.068405	.445	ML	4	FLAIR	3740			
717134	10	W	7	37	22230	27.13	25.63	34.07251	-118.068233	.36	ML	4	FLAIR	3740			
717135	10	W	7	37	22230	27.63	26.13	34.072661	-118.059491	.48	ML	4	TEMPLE CITY	3797			
717136	10	E	7	37	22230	27.83	26.33	34.072292	-118.055988	.485	ML	5	TEMPLE CITY	3797			
717137	10	E	7	37	22230	28.09	26.59	34.071934	-118.051536		OR	1	BALDWIN	3741			
717138	10	E	7	37	22230	28.09	26.59	34.071934	-118.051536		FR	1	BALDWIN	3741			
717139	10	W	7	37	22230	28.09	26.59	34.072302	-118.051535	.465	ML	4	BALDWIN	3741			
717140	10	E	7	37	22230	28.09	26.59	34.071934	-118.051536	.554	HV	1	BALDWIN	3741			
717141	10	W	7	37	22230	28.56	27.06	34.069271	-118.044184		FR	1	SANTA ANITA	3796			
717142	10	W	7	37	22230	28.56	27.06	34.069271	-118.044184	.505	ML	4	SANTA ANITA	3796			
717143	605	N	7	37	39892	R2.79	4.842	33.844957	-118.091715	.325	ML	4	DEL AMO 1	3438			
717145	10	E	7	37	22230	28.56	27.06	34.069054	-118.044182		FR	1	SANTA ANITA	3430			
717146	10	E	7	37	22230	28.78	27.28	34.06847	-118.040429	.505	ML	4	SANTA ANITA	3430			
717148	10	E	7	37	22230	28.78	27.28	34.06847	-118.040429	.505	HV	1	SANTA ANITA	3430			
717149	10	W	7	37	22230	29.34	27.84	34.068078	-118.030663		FR	1	PECK	3795			
717150	10	W	7	37	22230	29.34	27.84	34.068078	-118.030663	.256	ML	5	PECK	3795			
717152	10	E	7	37	22230	29.51	28.01	34.067963	-118.027743	.44	ML	4	VALLEY	3431			
717153	10	W	7	37	22230	29.62	28.12	34.068201	-118.025768		FR	1	VALLEY	3794			
717154	10	W	7	37	22230	29.611	28.111	34.068199	-118.025926	.32	ML	5	VALLEY	3794			
717155	10	E	7	37	22230	29.98	28.48	34.06699	-118.019773	.59	ML	4	STEWART	3432			
717156	10	E	7	37	22230	30.69	29.19	34.063981	-118.008051	.66	ML	4	DURFEE	3433			
717157	10	W	7	37	22230	30.69	29.19	34.064175	-118.008013	.66	ML	4	DURFEE RD	3433			
717158	10	E	7	37	22230	30.69	29.19	34.063981	-118.008051	1.01	HV	1	DURFEE	3433			
717159	10	W	7	37	3666	31.72	30.22	34.066554	-117.990356		FR	2	FRAZIER	3791			
717160	10	W	7	37	3666	31.72	30.22	34.066554	-117.990356	.455	ML	4	FRAZIER	3791			
717162	10	W	7	37	3666	32.21	30.71	34.067663	-117.981905	.305	ML	4	BALDWIN PARK 1	3790			
717164	10	E	7	37	3666	32.31	30.81	34.06769	-117.980138		FR	1	BALDWIN PARK 2	3747			
717165	10	E	7	37	3666	32.31	30.81	34.06769	-117.980138	.25	ML	4	BALDWIN PARK 2	3747			
717166	10	W	7	37	3666	32.33	30.83	34.067905	-117.979831		FR	1	BALDWIN PARK 2	3789			
717167	10	W	7	37	3666	32.33	30.83	34.067905	-117.979831	.145	ML	4	BALDWIN PARK 2	3789			
717168	10	W	7	37	3666	32.81	31.31	34.069011	-117.971555		FR	2	FRANCISQUITO	3788			
717169	10	W	7	37	3666	32.81	31.31	34.069011	-117.971555	.49	ML	4	FRANCISQUITO	3788			
717170	10	W	7	37	3666	33.48	31.98	34.07049	-117.959994		FR	2	PUENTE	3787			
717171	10	W	7	37	3666	33.48	31.98	34.07049	-117.959994	.595	ML	4	PUENTE	3787			
717173	10	E	7	37	3666	33.46	31.96	34.070282	-117.960307		FR	1	PUENTE	3748			
717174	10	E	7	37	3666	33.46	31.96	34.070282	-117.960307	.75	ML	4	PUENTE	3748			
717175	10	W	7	37	84200	34.36	32.86	34.072082	-117.94475		FR	2	WEST COVINA	3786			
717176	10	W	7	37	84200	34.36	32.86	34.072082	-117.94475	.45	ML	4	WEST COVINA	3786			
717178	10	E	7	37	84200	34.267	32.767	34.071756	-117.946332		FR	2	WEST COVINA PKWY	3749			
717179	10	E	7	37	84200	34.44	32.94	34.072075	-117.943345	.45	ML	4	WEST COVINA PKWY	3749			
717183	10	W	7	37	84200	34.9	33.4	34.072549	-117.935381		FR	2	SUNSET	2496			
717184	10	E	7	37	84200	35.36	33.86	34.0723	-117.927358		FR	2	VINCENT 1	3750			
717185	10	E	7	37	84200	35.36	33.86	34.0723	-117.927358	.3	ML	4	VINCENT 1	3750			
717187	10	W	7	37	84200	35.36	33.86	34.072468	-117.92737	.275	ML	4	VINCENT 1	3785			
717189	10	E	7	37	84200	35.5	34	34.072274	-117.924923		FR	1	VINCENT 2	3751			
717190	10	E	7	37	84200	35.5	34	34.072274	-117.924923	.27	ML	4	VINCENT 2	3751			
717191	10	W	7	37	84200	35.45	33.95	34.072452	-117.925803		FR	2	VINCENT 2	3784			
717192	10	W	7	37	84200	35.45	33.95	34.072452	-117.925803	.27	ML	4	VINCENT 2	3784			
717194	10	E	7	37	84200	36.46	34.96	34.072101	-117.908205		FR	1	AZUSA SB	3752			
717195	10	E	7	37	84200	36.46	34.96	34.072101	-117.908205	.332	ML	4	AZUSA 1	3752			
717196	10	W	7	37	84200	36.41	34.91	34.072264	-117.909076	.314	ML	4	AZUSA 1	3783			
717198	10	E	7	37	84200	36.564	35.064	34.072082	-117.906392	.27	ML	4	AZUSA 2	3753			
717199	10	W	7	37	84200	36.52	35.02	34.072249	-117.907159		FR	3	AZUSA 2	3782			
717200	10	W	7	37	84200	36.528	35.028	34.072247	-117.90702	.295	ML	4	AZUSA 2	3782			
717202	10	W	7	37	84200	37.43	35.93	34.072105	-117.891295	.26	ML	4	CITRUS 1	3781			
717205	10	E	7	37	84200	37.59	36.09	34.071847	-117.888507	.545	ML	4	CITRUS 2	3754			
717206	10	W	7	37	84200	37.52	36.02	34.072087	-117.889726		FR	2	CITRUS 2	3780			
717207	10	W	7	37	84200	37.52	36.02	34.072087	-117.889726	.245	ML	4	CITRUS 2	3780			
717209	10	W	7	37	84200	37.92	36.42	34.072029	-117.882752	.275	ML	4	BARRANCA 1	3779			
717211	10	W	7	37	84200	38.07	36.57	34.072002	-117.880137	.235	ML	4	BARRANCA 2	3778			
717212	10	E	7	37	84200	38.09	36.59	34.071814	-117.87979		FR	1	BARRANCA 2	3755			
717213	10	E	7	37	84200	38.48	36.98	34.07172	-117.872992		FR	1	GRAND	3756			
717214	10	E	7	37	84200	38.48	36.98	34.07172	-117.872992	.43	ML	5	GRAND	3756			
717215	10	W	7	37	84200	38.39	36.89	34.071952	-117.87456		FR	2	GRAND	3777			
717216	10	W	7	37	84200	38.39	36.89	34.071952	-117.87456	.41	ML	4	GRAND	3777			
717218	10	E	7	37	84200	38.95	37.45	34.070451	-117.86513		FR	1	HOLT SB	3757			
717219	10	E	7	37	84200	38.95	37.45	34.070451	-117.86513	.33	ML	5	HOLT 1	3757			
717220	10	W	7	37	84200	38.89	37.39	34.071035	-117.865957	.33	ML	4	HOLT 1	3776			
717223	10	W	7	37	84200	39.05	37.55	34.069889	-117.863523		FR	2	HOLT EB	3775			
717224	10	W	7	37	84200	39.05	37.55	34.069889	-117.863523	.255	ML	4	HOLT 2	3775			
717225	10	W	7	37		40.35	38.85	34.069037	-117.841455		FR	2	VIA VERDE 1	3774			
717226	10	W	7	37		40.35	38.85	34.069037	-117.841455	.65	ML	4	VIA VERDE 1	3774			
717234	10	W	7	37	58072	41.98	40.48	34.0639	-117.814349		FR	2	KELLOGG	3773			
717235	10	W	7	37	58072	41.98	40.48	34.0639	-117.814349	.58	ML	4	KELLOGG	3773			
717236	10	E	7	37		41.98	40.48	34.063698	-117.814269	1.03	ML	5	KELLOGG	3773			
717238	10	W	7	37	58072	42.76	41.26	34.067625	-117.801715	.77	ML	4	E OF 71	2106			
717239	10	W	7	37	58072	43.52	42.02	34.072518	-117.789858		FR	2	FAIRPLEX	3772			
717240	10	W	7	37	58072	43.52	42.02	34.072518	-117.789858	.545	ML	4	FAIRPLEX	3772			
717241	10	E	7	37	58072	43.76	42.26	34.072803	-117.785705	.685	ML	4	FAIRPLEX	3762			
717242	10	E	7	37	58072	44.13	42.63	34.072839	-117.779264		FR	1	DUDLEY	3763			
717243	10	E	7	37	58072	44.13	42.63	34.072839	-117.779264	.46	ML	4	DUDLEY	3763			
717245	10	W	7	37	58072	44.68	43.18	34.071938	-117.769749	.655	ML	4	CLEVELAND	2107			
717246	10	W	7	37	58072	45.16	43.66	34.071029	-117.761475	.47	ML	4	WHITE	3770			
717247	10	E	7	37	58072	45.16	43.66	34.070843	-117.76148	.471	ML	4	WHITE	3770			
717249	10	W	7	37	58072	45.62	44.12	34.073286	-117.753978	.427	ML	4	GAREY	3769			
717251	10	E	7	37	58072	46.01	44.51	34.075604	-117.74786	.468	ML	4	ORANGE GROVE	3764			
717252	10	W	7	37	58072	46.22	44.72	34.077146	-117.744573	.278	ML	4	TOWNE	3768			
717254	10	E	7	37	58072	46.56	45.06	34.079138	-117.739234	.595	ML	4	TOWNE	3765			
717257	10	E	7	37	58072	47.24	45.74	34.081545	-117.727932	.335	ML	4	MOUNTAIN	2109			
717258	10	W	7	37	58072	47.6	46.1	34.081821	-117.721638	.48	ML	4	INDIAN HILL	3767			
717260	10	E	7	37	13756	47.87	46.37	34.081722	-117.71693	.48	ML	4	INDIAN HILL	3766			
717262	60	E	7	37	44000	.52	.694	34.02902	-118.216326	.934	ML	3	SOTO	3131			
717263	60	W	7	37	44000	R1.53	1.704	34.029648	-118.199219	.625	ML	5	LORENA	3126			
717264	60	E	7	37	44000	R1.56	1.734	34.029608	-118.198629	.525	ML	5	LORENA	3127			
717265	60	E	7	37	44000	R2.05	2.224	34.03154	-118.190445	.45	ML	5	INDIANA	3128			
717266	60	W	7	37	44000	R2.05	2.224	34.031713	-118.190515	.495	ML	5	INDIANA	3128			
717267	60	E	7	37	44000	R2.46	2.634	34.032146	-118.183387		FR	2	THIRD	3129			
717268	60	E	7	37	44000	R2.46	2.634	34.032146	-118.183387	.515	ML	5	THIRD	3129			
717269	60	W	7	37	44000	R2.52	2.694	34.032661	-118.182471	.47	ML	5	THIRD	3130			
717270	60	W	7	37		R2.99	3.164	34.034977	-118.174866	.44	ML	4	EASTERN / W OF 710	2367			
717272	60	E	7	37	48914	R4.35	4.524	34.035723	-118.151516		FR	2	ATLANTIC SB	4007			
717273	60	E	7	37	48914	R4.35	4.524	34.035723	-118.151516	.382	ML	5	ATLANTIC 1	4007			
717274	60	W	7	37	48914	R4.35	4.524	34.035886	-118.151414	.365	ML	6	ATLANTIC 1	4071			
717276	60	W	7	37	48914	R4.53	4.704	34.034655	-118.148653		FR	2	ATLANTIC NB	4070			
717277	60	W	7	37	48914	R4.53	4.704	34.034655	-118.148653	.295	ML	5	ATLANTIC 2	4070			
717279	60	E	7	37	48914	R4.564	4.738	34.034219	-118.148257	.293	ML	6	ATLANTIC 2	4008			
717281	60	W	7	37	48816	R4.94	5.114	34.033066	-118.141975	.445	ML	5	FINDLAY	4069			
717282	60	W	7	37	48914	R7.6	7.774	34.03582	-118.095997	.15	ML	5	PARAMOUNT 1	4067			
717284	60	E	7	37	48914	R7.74	7.914	34.035853	-118.093489		FR	2	PARAMOUNT SB	4010			
717285	60	E	7	37	48914	R7.74	7.914	34.035853	-118.093489	.155	ML	4	PARAMOUNT 1	4010			
717287	60	W	7	37		R7.81	7.984	34.036302	-118.092399		FR	2	PARAMOUNT NB	4066			
717288	60	W	7	37		R7.81	7.984	34.036302	-118.092399	.3	ML	5	PARAMOUNT 2	4066			
717290	60	E	7	37		R7.91	8.084	34.036512	-118.090626	.23	ML	4	PARAMOUNT 2	4011			
717292	60	E	7	37	62896	R8.52	8.661	34.039225	-118.081093	.383	ML	4	SAN GABRIEL	4012			
717293	60	W	7	37	62896	R8.58	8.721	34.039747	-118.080226		FR	1	SAN  GABRIEL	4065			
717294	60	W	7	37	62896	R8.58	8.721	34.039747	-118.080226	.383	ML	5	SAN  GABRIEL	4065			
717295	60	E	7	37		9.31	9.451	34.041248	-118.067752		FR	2	ROSEMEAD	4013			
717296	60	E	7	37		9.46	9.601	34.041255	-118.065153	.305	ML	4	ROSEMEAD 1	4013			
717297	60	W	7	37		9.39	9.531	34.041418	-118.066377		FR	2	ROSEMEAD SB	4064			
717298	60	W	7	37		9.39	9.531	34.041418	-118.066377	.27	ML	5	ROSEMEAD 1	4064			
717299	60	W	7	37		9.54	9.681	34.041414	-118.06376		FR	2	ROSEMEAD	4063			
717300	60	W	7	37		9.54	9.681	34.041414	-118.06376	.355	ML	5	ROSEMEAD 2	4063			
717301	60	E	7	37		9.61	9.751	34.041213	-118.062543	.335	ML	5	ROSEMEAD 2	4014			
717302	60	E	7	37		10.13	10.271	34.039962	-118.05362		FR	2	SANTA ANITA SB	4015			
717303	60	E	7	37		10.13	10.271	34.039962	-118.05362	.325	ML	5	SANTA ANITA 1	4015			
717306	60	W	7	37		10.1	10.241	34.040308	-118.054105	.38	ML	5	SANTA ANITA 1	4062			
717308	60	E	7	37		10.26	10.401	34.03958	-118.051399	.235	ML	5	SANTA ANITA 2	4016			
717311	60	E	7	37		10.98	11.121	34.037428	-118.039136		FR	1	PECK / DURFEE	4017			
717312	60	E	7	37		10.98	11.121	34.037428	-118.039136	.485	ML	5	PECK / DURFEE	4017			
717314	60	W	7	37		11	11.141	34.037619	-118.038699		FR	1	PECK NB	4059			
717315	60	W	7	37		11	11.141	34.037619	-118.038699	.485	ML	5	PECK 2	4059			
717316	60	W	7	37		11.57	11.711	34.035073	-118.029281	.55	ML	4	W OF 605	2361			
717318	60	E	7	37	36490	12.64	12.781	34.02896	-118.012462	.55	ML	5	CROSSROADS	4508			
717319	60	W	7	37	36490	12.87	13.011	34.029247	-118.008439		FR	2	CROSSROADS	4509			
